	Tax Effect Of Unusual Items	Tax Rate For Calcs	Normalized EBITDA	Net Income From Continuing Operation Net Minority Interest	Reconciled Depreciation	Reconciled Cost Of Revenue	EBITDA	EBIT	Net Interest Income	Interest Expense	Normalized Income	Net Income From Continuing And Discontinued Operation	Total Expenses	Diluted Average Shares	Basic Average Shares	Diluted EPS	Basic EPS	Diluted NI Availto Com Stockholders	Net Income Common Stockholders	Net Income	Minority Interests	Net Income Including Noncontrolling Interests	Net Income Continuous Operations	Tax Provision	Pretax Income	Other Income Expense	Other Non Operating Income Expenses	Net Non Operating Interest Income Expense	Interest Expense Non Operating	Operating Income	Operating Expense	Research And Development	Selling General And Administration	Gross Profit	Cost Of Revenue	Total Revenue	Operating Revenue	Ordinary Shares Number	Share Issued	Net Debt	Total Debt	Tangible Book Value	Invested Capital	Working Capital	Net Tangible Assets	Capital Lease Obligations	Common Stock Equity	Total Capitalization	Total Equity Gross Minority Interest	Minority Interest	Stockholders Equity	Other Equity Interest	Gains Losses Not Affecting Retained Earnings	Other Equity Adjustments	Retained Earnings	Additional Paid In Capital	Capital Stock	Common Stock	Total Liabilities Net Minority Interest	Total Non Current Liabilities Net Minority Interest	Other Non Current Liabilities	Employee Benefits	Non Current Pension And Other Postretirement Benefit Plans	Non Current Deferred Liabilities	Non Current Deferred Taxes Liabilities	Long Term Debt And Capital Lease Obligation	Long Term Capital Lease Obligation	Long Term Debt	Current Liabilities	Other Current Liabilities	Current Debt And Capital Lease Obligation	Current Debt	Pensionand Other Post Retirement Benefit Plans Current	Payables And Accrued Expenses	Payables	Accounts Payable	Total Assets	Total Non Current Assets	Other Non Current Assets	Non Current Deferred Assets	Non Current Deferred Taxes Assets	Goodwill And Other Intangible Assets	Other Intangible Assets	Goodwill	Net PPE	Accumulated Depreciation	Gross PPE	Other Properties	Machinery Furniture Equipment	Properties	Current Assets	Other Current Assets	Inventory	Other Inventories	Finished Goods	Work In Process	Raw Materials	Receivables	Accounts Receivable	Allowance For Doubtful Accounts Receivable	Gross Accounts Receivable	Cash Cash Equivalents And Short Term Investments	Other Short Term Investments	Cash And Cash Equivalents	Cash Financial	Free Cash Flow	Repurchase Of Capital Stock	Repayment Of Debt	Issuance Of Debt	Capital Expenditure	End Cash Position	Beginning Cash Position	Effect Of Exchange Rate Changes	Changes In Cash	Financing Cash Flow	Cash Flow From Continuing Financing Activities	Net Other Financing Charges	Proceeds From Stock Option Exercised	Cash Dividends Paid	Common Stock Dividend Paid	Net Common Stock Issuance	Common Stock Payments	Net Issuance Payments Of Debt	Net Short Term Debt Issuance	Net Long Term Debt Issuance	Long Term Debt Payments	Long Term Debt Issuance	Investing Cash Flow	Cash Flow From Continuing Investing Activities	Net Other Investing Changes	Net Investment Purchase And Sale	Sale Of Investment	Purchase Of Investment	Net Business Purchase And Sale	Sale Of Business	Purchase Of Business	Net PPE Purchase And Sale	Sale Of PPE	Capital Expenditure Reported	Operating Cash Flow	Cash Flow From Continuing Operating Activities	Change In Working Capital	Other Non Cash Items	Deferred Tax	Deferred Income Tax	Depreciation Amortization Depletion	Depreciation And Amortization	Operating Gains Losses	Pension And Employee Benefit Expense	Net Income From Continuing Operations	reportedCurrency	totalAssets	totalCurrentAssets	cashAndCashEquivalentsAtCarryingValue	cashAndShortTermInvestments	inventory	currentNetReceivables	totalNonCurrentAssets	propertyPlantEquipment	accumulatedDepreciationAmortizationPPE	intangibleAssets	intangibleAssetsExcludingGoodwill	goodwill	investments	longTermInvestments	shortTermInvestments	otherCurrentAssets	otherNonCurrentAssets	totalLiabilities	totalCurrentLiabilities	currentAccountsPayable	deferredRevenue	currentDebt	shortTermDebt	totalNonCurrentLiabilities	capitalLeaseObligations	longTermDebt	currentLongTermDebt	longTermDebtNoncurrent	shortLongTermDebtTotal	otherCurrentLiabilities	otherNonCurrentLiabilities	totalShareholderEquity	treasuryStock	retainedEarnings	commonStock	commonStockSharesOutstanding	reportedDate	reportedEPS	estimatedEPS	surprise	surprisePercentage	reportTime
2025-12-31														389500000.0	388200000.0	2.91	2.92																																																																																																																																							41251000000.0	12355000000.0	622000000.0	622000000.0	4721000000.0	5387000000.0	28896000000.0	5084000000.0		5054000000.0	5054000000.0	15769000000.0			181000000.0	1444000000.0		21782000000.0	9370000000.0	4168000000.0			1137000000.0	12412000000.0		8758000000.0			11169000000.0	4065000000.0		19469000000.0				389500000.0		3.33	3.32	0.01	0.3012	
2025-09-30	0.0	0.207	1600000000.0	1010000000.0	258000000.0	4313000000.0	1600000000.0	1342000000.0	-67000000.0	67000000.0	1010000000.0	1010000000.0	5621000000.0	390100000.0	388800000.0	2.59	2.6	1010000000.0	1010000000.0	1010000000.0	-1000000.0	1010000000.0	1011000000.0	264000000.0	1275000000.0	-25000000.0	-25000000.0	-67000000.0	67000000.0	1367000000.0	1308000000.0	203000000.0	1105000000.0	2675000000.0	4313000000.0	6988000000.0	6988000000.0	388400000.0	388400000.0	10325000000.0	11221000000.0	-2099000000.0	29496000000.0	2657000000.0	-2099000000.0	568000000.0	18843000000.0	27599000000.0	18885000000.0	42000000.0	18843000000.0		-4142000000.0	-4142000000.0	10168000000.0	12813000000.0	4000000.0	4000000.0	21765000000.0	12291000000.0	1775000000.0	903000000.0	903000000.0	289000000.0	289000000.0	9324000000.0	568000000.0	8756000000.0	9474000000.0	3071000000.0	1897000000.0	1897000000.0	680000000.0	3826000000.0	3826000000.0	3826000000.0	40650000000.0	28519000000.0	2247000000.0	568000000.0	568000000.0	20942000000.0	5136000000.0	15806000000.0	4762000000.0	-5655000000.0	10417000000.0	694000000.0	7394000000.0	2329000000.0	12131000000.0	1397000000.0	4613000000.0	-1000000.0	1752000000.0	1179000000.0	1683000000.0	5556000000.0	5556000000.0	-54000000.0	5610000000.0	565000000.0	237000000.0	328000000.0	328000000.0	1173000000.0	-362000000.0	-1000000.0	0.0	-178000000.0	328000000.0	398000000.0	-12000000.0	-58000000.0	-1115000000.0	-1115000000.0	-6000000.0	8000000.0	-404000000.0		-362000000.0	-362000000.0	-351000000.0	-350000000.0	-1000000.0	-1000000.0	0.0	-293000000.0	-294000000.0	-13000000.0	-48000000.0	-56000000.0	8000000.0	-54000000.0	0.0	-54000000.0	0.0	0.0	-178000000.0	1351000000.0	1351000000.0	84000000.0	63000000.0	-49000000.0	-49000000.0	258000000.0	258000000.0	-16000000.0	-16000000.0	1011000000.0		40650000000.0	12131000000.0	328000000.0	328000000.0	4613000000.0	5556000000.0	28519000000.0	4762000000.0		5136000000.0	5136000000.0	15806000000.0			237000000.0	1397000000.0		21765000000.0	9474000000.0	3826000000.0			1897000000.0	12291000000.0	568000000.0	8756000000.0	1897000000.0		11221000000.0	3751000000.0	1775000000.0	18885000000.0		10168000000.0	4000000.0	390100000.0		3.07	3.05	0.02	0.6557	
2025-06-30	0.0	0.172	1518000000.0	982000000.0	261000000.0	4431000000.0	1518000000.0	1257000000.0	-71000000.0	71000000.0	982000000.0	982000000.0	5772000000.0	391400000.0	390300000.0	2.51	2.52	982000000.0	982000000.0	982000000.0	-1000000.0	982000000.0	983000000.0	203000000.0	1186000000.0	1000000.0	1000000.0	-71000000.0	71000000.0	1256000000.0	1341000000.0	192000000.0	1149000000.0	2597000000.0	4431000000.0	7028000000.0	7028000000.0	389300000.0	389300000.0	10598000000.0	11583000000.0	-2411000000.0	29602000000.0	2303000000.0	-2411000000.0	587000000.0	18606000000.0	27357000000.0	18647000000.0	41000000.0	18606000000.0		-4095000000.0	-4095000000.0	9917000000.0	12780000000.0	4000000.0	4000000.0	21860000000.0	12266000000.0	1729000000.0	919000000.0	919000000.0	280000000.0	280000000.0	9338000000.0	587000000.0	8751000000.0	9594000000.0	3058000000.0	2245000000.0	2245000000.0	529000000.0	3762000000.0	3762000000.0	3762000000.0	40507000000.0	28609000000.0	2230000000.0	621000000.0	621000000.0	21017000000.0	5227000000.0	15790000000.0	4741000000.0	-5595000000.0	10336000000.0	709000000.0	7328000000.0	2299000000.0	11897000000.0	1246000000.0	4581000000.0	1000000.0	1656000000.0	1214000000.0	1710000000.0	5486000000.0	5486000000.0	-56000000.0	5542000000.0	584000000.0	186000000.0	398000000.0	398000000.0	716000000.0	-692000000.0	-710000000.0		-202000000.0	398000000.0	1777000000.0	-119000000.0	-1260000000.0	-453000000.0	-453000000.0	-16000000.0	22000000.0	-421000000.0		-692000000.0	-692000000.0	654000000.0	306000000.0	348000000.0	-710000000.0		-1723000000.0	-1722000000.0	-28000000.0	-44000000.0	-23000000.0		-1453000000.0		-1453000000.0	4000000.0	4000000.0	-202000000.0	918000000.0	918000000.0	-484000000.0	79000000.0	98000000.0	98000000.0	261000000.0	261000000.0	-18000000.0	-18000000.0	982000000.0		40507000000.0	11897000000.0	398000000.0	398000000.0	4581000000.0	5486000000.0	28610000000.0	4741000000.0		5227000000.0	5227000000.0	15790000000.0			186000000.0	1246000000.0		21860000000.0	9594000000.0	3762000000.0			2245000000.0	12266000000.0	587000000.0	8751000000.0	2245000000.0		11583000000.0	3587000000.0	1729000000.0	18647000000.0		9917000000.0	4000000.0	392500000.0		2.95	2.92	0.03	1.0274	
2025-03-31	0.0	0.18	1442000000.0	964000000.0	232000000.0	3930000000.0	1442000000.0	1210000000.0	-33000000.0	33000000.0	964000000.0	964000000.0	5176000000.0	393600000.0	392200000.0	2.45	2.46	964000000.0	964000000.0	964000000.0	-1000000.0	965000000.0	965000000.0	212000000.0	1177000000.0	9000000.0	9000000.0	-33000000.0	33000000.0	1201000000.0	1246000000.0	198000000.0	1048000000.0	2447000000.0	3930000000.0	6377000000.0	6377000000.0	391300000.0	391300000.0	8303000000.0	10749000000.0	-931000000.0	28586000000.0	2912000000.0	-931000000.0	669000000.0	18506000000.0	26115000000.0	18547000000.0	41000000.0	18506000000.0		-4250000000.0	-4250000000.0	10041000000.0	12711000000.0	4000000.0	4000000.0	20659000000.0	11137000000.0	1697000000.0	895000000.0	895000000.0	267000000.0	267000000.0	8278000000.0	669000000.0	7609000000.0	9522000000.0	2908000000.0	2471000000.0	2471000000.0	489000000.0	3654000000.0	3654000000.0	3654000000.0	39206000000.0	26771000000.0	2148000000.0	609000000.0	609000000.0	19437000000.0	4586000000.0	14851000000.0	4577000000.0	-5394000000.0	9971000000.0	813000000.0	6981000000.0	2177000000.0	12434000000.0	1009000000.0	4392000000.0	-1000000.0	1591000000.0	1137000000.0	1665000000.0	5094000000.0	5094000000.0	-52000000.0	5146000000.0	1939000000.0	162000000.0	1777000000.0	1777000000.0	91000000.0	-615000000.0	-3000000.0		-147000000.0	1777000000.0	555000000.0	-7000000.0	1229000000.0	-244000000.0	-244000000.0	-41000000.0	7000000.0	-397000000.0	-397000000.0	-615000000.0	-615000000.0	802000000.0	805000000.0	-3000000.0	-3000000.0		1233000000.0	1233000000.0	-22000000.0	1366000000.0	1366000000.0		-13000000.0		-13000000.0	49000000.0	49000000.0	-147000000.0	238000000.0	238000000.0	-913000000.0	-42000000.0	25000000.0	25000000.0	232000000.0	232000000.0	-29000000.0	-29000000.0	965000000.0		39206000000.0	12434000000.0	1777000000.0	1777000000.0	4392000000.0	5094000000.0	26771000000.0	4578000000.0		4586000000.0	4586000000.0	14851000000.0			162000000.0	1009000000.0		20659000000.0	9522000000.0	3654000000.0			2471000000.0	11137000000.0	669000000.0	7609000000.0	2471000000.0		10749000000.0	3397000000.0	1697000000.0	18506000000.0		10041000000.0	4000000.0	393600000.0		2.72	2.71	0.01	0.369	
2024-12-31	0.0	0.167095	1443000000.0	971000000.0	234000000.0	3811000000.0	1443000000.0	1209000000.0	-42000000.0	42000000.0	971000000.0	971000000.0	5015000000.0	396000000.0	394100000.0	2.45	2.46	971000000.0	971000000.0	971000000.0	0.0	971000000.0	972000000.0	195000000.0	1167000000.0	-16000000.0	-16000000.0	-42000000.0	42000000.0	1225000000.0	1204000000.0	201000000.0	1003000000.0	2429000000.0	3811000000.0	6240000000.0	6240000000.0	392900000.0	392900000.0	8597000000.0	9821000000.0	-882000000.0	27640000000.0	3944000000.0	-882000000.0	669000000.0	18488000000.0	26966000000.0	18531000000.0	43000000.0	18488000000.0	-1000000.0	-4342000000.0	-4342000000.0	10096000000.0	12731000000.0	4000000.0	4000000.0	19850000000.0	11993000000.0	1666000000.0	905000000.0	905000000.0	275000000.0	275000000.0	9147000000.0	669000000.0	8478000000.0	7857000000.0	2835000000.0	674000000.0	674000000.0	670000000.0	3678000000.0	3678000000.0	3678000000.0	38381000000.0	26580000000.0	2066000000.0	609000000.0	609000000.0	19370000000.0	4657000000.0	14713000000.0	4535000000.0	-5333000000.0	9868000000.0	806000000.0	6823000000.0	2239000000.0	11801000000.0	875000000.0	4227000000.0	-1000000.0	1576000000.0	1038000000.0	1614000000.0	4619000000.0	4619000000.0	-55000000.0	4674000000.0	2080000000.0	1525000000.0	555000000.0	555000000.0	1342000000.0	-877000000.0	-4000000.0	0.0	-255000000.0	555000000.0	473000000.0	0.0	82000000.0	-1244000000.0	-1244000000.0	-6000000.0	15000000.0	-370000000.0		-877000000.0	-877000000.0	-6000000.0	-2000000.0	-4000000.0	-4000000.0	0.0	-271000000.0	-270000000.0	-6000000.0	-9000000.0			-2000000.0	0.0	-2000000.0	1000000.0	1000000.0	-255000000.0	1597000000.0	1597000000.0	438000000.0	-88000000.0	-66000000.0	-66000000.0	234000000.0	234000000.0	108000000.0	108000000.0	971000000.0		38381000000.0	11801000000.0	555000000.0	555000000.0	4227000000.0	4619000000.0	26580000000.0	4535000000.0		4657000000.0	4657000000.0	14713000000.0			1525000000.0	875000000.0		19850000000.0	7857000000.0	3678000000.0			674000000.0	11993000000.0	669000000.0	8478000000.0	674000000.0		9821000000.0	3505000000.0	1666000000.0	18488000000.0		10096000000.0	4000000.0	396000000.0		2.83	2.81	0.02	0.7117	
2024-09-30	0.0	0.161	1468000000.0	1009000000.0	235000000.0	3899000000.0	1468000000.0	1233000000.0	-29000000.0	29000000.0	1009000000.0	1009000000.0	5134000000.0					1009000000.0	1009000000.0	1009000000.0	-1000000.0	1011000000.0	1011000000.0	193000000.0	1204000000.0	22000000.0	22000000.0	-29000000.0	29000000.0	1211000000.0	1235000000.0	207000000.0	1028000000.0	2446000000.0	3899000000.0	6345000000.0	6345000000.0	395200000.0	395200000.0	8922000000.0	10076000000.0	-736000000.0	28512000000.0	4211000000.0	-736000000.0	681000000.0	19117000000.0	27795000000.0	19162000000.0	45000000.0	19117000000.0		-3947000000.0	-3947000000.0	10366000000.0	12694000000.0	4000000.0	4000000.0	20074000000.0	12133000000.0	1504000000.0	883000000.0	883000000.0	387000000.0	387000000.0	9359000000.0	681000000.0	8678000000.0	7941000000.0	2928000000.0	717000000.0	717000000.0	687000000.0	3609000000.0	3609000000.0	3609000000.0	39236000000.0	27084000000.0	2154000000.0	549000000.0	549000000.0	19853000000.0	4809000000.0	15044000000.0	4528000000.0	-5395000000.0	9923000000.0	817000000.0	6826000000.0	2280000000.0	12152000000.0	1094000000.0	4178000000.0		1526000000.0	1037000000.0	1615000000.0	4886000000.0	4886000000.0	-56000000.0	4942000000.0	1994000000.0	1521000000.0	473000000.0	473000000.0	1126000000.0	-877000000.0	-612000000.0	0.0	-183000000.0	473000000.0	540000000.0	-32000000.0	-35000000.0	-1853000000.0	-1854000000.0	4000000.0	8000000.0	-374000000.0		-877000000.0	-877000000.0	-614000000.0	-2000000.0	-612000000.0	-612000000.0	0.0	511000000.0	511000000.0	-20000000.0	706000000.0	594000000.0	112000000.0	1000000.0	0.0	1000000.0	7000000.0	7000000.0	-183000000.0	1309000000.0	1309000000.0	127000000.0	56000000.0	-97000000.0	-97000000.0	235000000.0	235000000.0	-23000000.0	-23000000.0	1011000000.0		39236000000.0	12152000000.0	473000000.0	473000000.0	4178000000.0	4886000000.0	27084000000.0	4528000000.0		4809000000.0	4809000000.0	15044000000.0			1521000000.0	1094000000.0		20074000000.0	7941000000.0	3609000000.0			717000000.0	12133000000.0	681000000.0	8678000000.0	717000000.0		10076000000.0	3615000000.0	1504000000.0	19117000000.0		10366000000.0	4000000.0	398900000.0		2.84	2.81	0.03	1.0676	
2024-06-30																																																																																														-1000000.0															1084000000.0																		1084000000.0					-160000000.0																				39381000000.0	12652000000.0	540000000.0	540000000.0	3963000000.0	4861000000.0	26729000000.0			4883000000.0	4883000000.0	14849000000.0			2241000000.0	1047000000.0		20128000000.0	8120000000.0	3497000000.0			1282000000.0	12007000000.0	656000000.0	8555000000.0	1282000000.0		10493000000.0	3341000000.0	1483000000.0	19219000000.0		10622000000.0	4000000.0	401000000.0		2.73	2.61	0.12	4.5977	
2024-03-31																																																																																																																																																								38535000000.0	11853000000.0	473000000.0	473000000.0	3868000000.0	4674000000.0	26683000000.0			4975000000.0	4975000000.0	14877000000.0			1969000000.0	869000000.0		19209000000.0	7613000000.0	3400000000.0			995000000.0	11596000000.0	601000000.0	8192000000.0	995000000.0		9788000000.0	3218000000.0	1477000000.0	19292000000.0		10605000000.0	4000000.0	401900000.0		2.4	2.29	0.11	4.8035	
2023-12-31																																																																																																																																																								38432000000.0	11675000000.0	488000000.0	488000000.0	3739000000.0	4475000000.0	26757000000.0			5092000000.0	5092000000.0	14977000000.0			2121000000.0	852000000.0		19363000000.0	7747000000.0	3365000000.0			1025000000.0	11616000000.0	533000000.0	8244000000.0	1025000000.0		9802000000.0	3357000000.0	1489000000.0	19036000000.0		10305000000.0	4000000.0	401800000.0		2.55	2.47	0.08	3.2389	
2023-09-30																																																																																																																																																								37289000000.0	10983000000.0	348000000.0	348000000.0	3713000000.0	4460000000.0	26305000000.0	3941000000.0		5158000000.0	5158000000.0	14781000000.0			1558000000.0	904000000.0		18869000000.0	7563000000.0	3255000000.0			999000000.0	11306000000.0	486000000.0	8150000000.0	999000000.0		9635000000.0	3309000000.0	1429000000.0	18383000000.0		9703000000.0	4000000.0	401600000.0		2.47	2.34	0.13	5.5556	
